 ,2,280,31572,40943,57041,72856,95877,116056,132703
2,,,,,,,,,,
280,0.0912863070539419,,,,,,,,,
31572,0.06153846153846154,0.0979381443298969,,,,,,,,
40943,0.07142857142857142,0.09897610921501707,0.09716599190283401,,,,,,,
57041,0.06467661691542288,0.08,0.08441558441558442,0.10276679841897234,,,,,,
72856,0.07407407407407407,0.12234042553191489,0.09154929577464789,0.11203319502074689,0.1554054054054054,,,,,
95877,0.06631299734748011,0.09042553191489362,0.06666666666666667,0.10023310023310024,0.0744047619047619,0.07098765432098765,,,,
116056,0.09178743961352658,0.0825242718446602,0.0875,0.08108108108108109,0.0963855421686747,0.12337662337662338,0.08187134502923976,,,
132703,0.10606060606060606,0.09125475285171103,0.08294930875576037,0.10443037974683544,0.07174887892376682,0.0947867298578199,0.06516290726817042,0.09170305676855896,,


Max ,0.1554054054054054,57041,72856
AVG ,0.090
Total Coverage ,0.039
