 ,2,3991,31842,51010,70761,83853,95877,109203,122697
2,,,,,,,,,,
3991,0.06221198156682028,,,,,,,,,
31842,0.07075471698113207,0.06188118811881188,,,,,,,,
51010,0.08947368421052632,0.041884816753926704,0.125,,,,,,,
70761,0.08095238095238096,0.05721393034825871,0.1,0.13924050632911392,,,,,,
83853,0.031746031746031744,0.05249343832020997,0.07547169811320754,0.072992700729927,0.07006369426751592,,,,,
95877,0.06631299734748011,0.43409490333919154,0.06628242074927954,0.04923076923076923,0.06376811594202898,0.05864197530864197,,,,
109203,0.07766990291262135,0.05025125628140704,0.09090909090909091,0.11688311688311688,0.08620689655172414,0.08496732026143791,0.05865102639296188,,,
122697,0.10526315789473684,0.06982543640897755,0.11173184357541899,0.12101910828025478,0.0847457627118644,0.08974358974358974,0.0755813953488372,0.10982658959537572,,


Max ,0.43409490333919154,3991,95877
AVG ,0.089
Total Coverage ,0.041
