 ,2,3991,31842,51010,70761,83853,95877,116056,129324
2,,,,,,,,,,
3991,0.06221198156682028,,,,,,,,,
31842,0.07075471698113207,0.06188118811881188,,,,,,,,
51010,0.08947368421052632,0.041884816753926704,0.125,,,,,,,
70761,0.08095238095238096,0.05721393034825871,0.1,0.13924050632911392,,,,,,
83853,0.031746031746031744,0.05249343832020997,0.07547169811320754,0.072992700729927,0.07006369426751592,,,,,
95877,0.06631299734748011,0.43409490333919154,0.06628242074927954,0.04923076923076923,0.06376811594202898,0.05864197530864197,,,,
116056,0.09178743961352658,0.07518796992481203,0.11864406779661017,0.08387096774193549,0.09714285714285714,0.09090909090909091,0.08187134502923976,,,
129324,0.0847457627118644,0.07476635514018691,0.0970873786407767,0.07608695652173914,0.058823529411764705,0.10382513661202186,0.08086253369272237,0.08955223880597014,,


Max ,0.43409490333919154,3991,95877
AVG ,0.088
Total Coverage ,0.042
