 ,2,33,280,14108,23005,31572,34752,40943,45397,57041,65671,72856,79129,88964,95877,106329,116056,125659,132703
2,,,,,,,,,,,,,,,,,,,,
33,0.07951070336391437,,,,,,,,,,,,,,,,,,,
280,0.0912863070539419,0.09202453987730061,,,,,,,,,,,,,,,,,,
14108,0.08173076923076923,0.09215017064846416,0.14009661835748793,,,,,,,,,,,,,,,,,
23005,0.06701030927835051,0.07885304659498207,0.08808290155440414,0.11875,,,,,,,,,,,,,,,,
31572,0.06153846153846154,0.06785714285714285,0.0979381443298969,0.09937888198757763,0.08843537414965986,,,,,,,,,,,,,,,
34752,0.059574468085106386,0.07387387387387387,0.10874200426439233,0.09403669724770643,0.06398104265402843,0.08274231678486997,,,,,,,,,,,,,,
40943,0.07142857142857142,0.07651715039577836,0.09897610921501707,0.09615384615384616,0.07723577235772358,0.09716599190283401,0.10727969348659004,,,,,,,,,,,,,
45397,0.075,0.07384615384615385,0.09205020920502092,0.07766990291262135,0.07291666666666667,0.07253886010362694,0.09188034188034189,0.08904109589041095,,,,,,,,,,,,
57041,0.06467661691542288,0.07692307692307693,0.08,0.12574850299401197,0.10457516339869281,0.08441558441558442,0.07459207459207459,0.10276679841897234,0.09045226130653267,,,,,,,,,,,
65671,0.0625,0.06796116504854369,0.05829596412556054,0.07368421052631578,0.056818181818181816,0.07344632768361582,0.06415929203539823,0.07246376811594203,0.04954954954954955,0.09289617486338798,,,,,,,,,,
72856,0.07407407407407407,0.08029197080291971,0.12234042553191489,0.14838709677419354,0.1773049645390071,0.09154929577464789,0.05755395683453238,0.11203319502074689,0.10695187165775401,0.1554054054054054,0.0935672514619883,,,,,,,,,
79129,0.0594059405940594,0.0627177700348432,0.09950248756218906,0.11904761904761904,0.07142857142857142,0.09032258064516129,0.07441860465116279,0.08661417322834646,0.075,0.09316770186335403,0.08152173913043478,0.11409395973154363,,,,,,,,
88964,0.07168458781362007,0.07142857142857142,0.11151079136690648,0.13877551020408163,0.09090909090909091,0.10344827586206896,0.11045364891518737,0.12386706948640483,0.10108303249097472,0.08823529411764706,0.0842911877394636,0.09292035398230089,0.10460251046025104,,,,,,,
95877,0.06631299734748011,0.07792207792207792,0.09042553191489362,0.08746355685131195,0.0486322188449848,0.06666666666666667,0.09586776859504133,0.10023310023310024,0.07466666666666667,0.0744047619047619,0.0807799442896936,0.07098765432098765,0.0712166172106825,0.10628019323671498,,,,,,
106329,0.09405940594059406,0.08013937282229965,0.11442786069651742,0.09523809523809523,0.08441558441558442,0.09032258064516129,0.05813953488372093,0.07480314960629922,0.08,0.14906832298136646,0.07608695652173914,0.1476510067114094,0.08024691358024691,0.07531380753138076,0.06528189910979229,,,,,
116056,0.09178743961352658,0.0684931506849315,0.0825242718446602,0.09826589595375723,0.08176100628930817,0.0875,0.06436781609195402,0.08108108108108109,0.09268292682926829,0.0963855421686747,0.1164021164021164,0.12337662337662338,0.08383233532934131,0.11475409836065574,0.08187134502923976,0.0718562874251497,,,,
125659,0.07373271889400922,0.06622516556291391,0.10185185185185185,0.12021857923497267,0.08284023668639054,0.08823529411764706,0.08314606741573034,0.09665427509293681,0.09767441860465116,0.07386363636363637,0.08040201005025126,0.0975609756097561,0.096045197740113,0.11023622047244094,0.07954545454545454,0.07909604519774012,0.10989010989010989,,,
132703,0.10606060606060606,0.0830945558739255,0.09125475285171103,0.08695652173913043,0.09722222222222222,0.08294930875576037,0.09552845528455285,0.10443037974683544,0.09541984732824428,0.07174887892376682,0.07317073170731707,0.0947867298578199,0.07142857142857142,0.09966777408637874,0.06516290726817042,0.08928571428571429,0.09170305676855896,0.09205020920502092,,


Max ,0.1773049645390071,23005,72856
AVG ,0.089
Total Coverage ,0.085
