 ,2,280,14108,31572,40943,48290,57041,63207,72856,83853,95877,106329,116056,125659,134923
2,,,,,,,,,,,,,,,,
280,0.0912863070539419,,,,,,,,,,,,,,,
14108,0.08173076923076923,0.14009661835748793,,,,,,,,,,,,,,
31572,0.06153846153846154,0.0979381443298969,0.09937888198757763,,,,,,,,,,,,,
40943,0.07142857142857142,0.09897610921501707,0.09615384615384616,0.09716599190283401,,,,,,,,,,,,
48290,0.07234042553191489,0.09829059829059829,0.12437810945273632,0.0851063829787234,0.10452961672473868,,,,,,,,,,,
57041,0.06467661691542288,0.08,0.12574850299401197,0.08441558441558442,0.10276679841897234,0.09278350515463918,,,,,,,,,,
63207,0.0658682634730539,0.12012012012012012,0.11333333333333333,0.10452961672473868,0.11658031088082901,0.12232415902140673,0.07849829351535836,,,,,,,,,
72856,0.07407407407407407,0.12234042553191489,0.14838709677419354,0.09154929577464789,0.11203319502074689,0.08241758241758242,0.1554054054054054,0.08896797153024912,,,,,,,,
83853,0.031746031746031744,0.06914893617021277,0.07741935483870968,0.08450704225352113,0.07053941908713693,0.1043956043956044,0.0945945945945946,0.08185053380782918,0.09558823529411764,,,,,,,
95877,0.06631299734748011,0.09042553191489362,0.08746355685131195,0.06666666666666667,0.10023310023310024,0.10810810810810811,0.0744047619047619,0.11513859275053305,0.07098765432098765,0.05864197530864197,,,,,,
106329,0.09405940594059406,0.11442786069651742,0.09523809523809523,0.09032258064516129,0.07480314960629922,0.07692307692307693,0.14906832298136646,0.07142857142857142,0.1476510067114094,0.053691275167785234,0.06528189910979229,,,,,
116056,0.09178743961352658,0.0825242718446602,0.09826589595375723,0.0875,0.08108108108108109,0.065,0.0963855421686747,0.11705685618729098,0.12337662337662338,0.09090909090909091,0.08187134502923976,0.0718562874251497,,,,
125659,0.07373271889400922,0.10185185185185185,0.12021857923497267,0.08823529411764706,0.09665427509293681,0.11904761904761904,0.07386363636363637,0.10679611650485436,0.0975609756097561,0.09146341463414634,0.07954545454545454,0.07909604519774012,0.10989010989010989,,,
134923,0.0794979079497908,0.1134453781512605,0.12195121951219512,0.09895833333333333,0.10996563573883161,0.1336206896551724,0.09595959595959595,0.14803625377643503,0.12903225806451613,0.10215053763440861,0.10427807486631016,0.09547738693467336,0.11764705882352941,0.1261682242990654,,


Max ,0.1554054054054054,57041,72856
AVG ,0.096
Total Coverage ,0.061
