 ,2,20,32,39,41,51,56,451,1930,3161,5116,13829,16092,17855,19876,21266,22330,23391,24614,28938,30338,31809,32857,33735,34700,35473,36666,38128,39645,41001,41982,43184,44884,46433,48322,49833,51017,51960,53170,55299,57053,58809,60390,61759,62978,65536,66202,68235,70223,72285,73630,74694,75813,77197,79164,81233,83037,84259,85208,86807,88557,90351,92174,94040,95525,96601,97865,99596,101507,103451,105246,106653,107885,109547,111865,114013,116062,118079,119610,120927,122403,124477,126513,128579,131076,131937,133177,134819
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.039525691699604744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.04821802935010482,0.03278688524590164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.02857142857142857,0.04524886877828054,0.035955056179775284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.041474654377880185,0.02631578947368421,0.04424778761061947,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.02727272727272727,0.03463203463203463,0.04835164835164835,0.06382978723404255,0.05128205128205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.03802281368821293,0.04744525547445255,0.0321285140562249,0.04329004329004329,0.04201680672268908,0.05394190871369295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,0.05993690851735016,0.042682926829268296,0.05434782608695652,0.0456140350877193,0.05136986301369863,0.04745762711864407,0.04142011834319527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,0.056140350877192984,0.04054054054054054,0.06923076923076923,0.03557312252964427,0.06538461538461539,0.060836501901140684,0.05228758169934641,0.058333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
